Date,Grade,Caliper,Width,Tons,Plant,Mill
11/13/2015,NB,23-0,38.625,38.787,"GPI-ELK GROVE VILLAGE,IL",Battle Creek
11/13/2015,NB,24-1,27.9375,7.675,"GPI-VANCOUVER,WA",Santa Clara
11/13/2015,NB,24-1,29.6875,22.23,"GPI-VANCOUVER,WA",Santa Clara
11/13/2015,NB,24-1,32.9375,7.7425,"GPI-VANCOUVER,WA",Santa Clara
11/13/2015,NB,24-1,33.4375,112.6845,"GPI-CENTRALIA,IL",Battle Creek
11/13/2015,NB,24-1,34.9375,11.925,"GPI-VANCOUVER,WA",Santa Clara
11/13/2015,NB,24-1,36.375,58.7825,"GPI-ELK GROVE VILLAGE,IL",Battle Creek
11/13/2015,NB,24-1,38.125,5.6675,"GPI-ELK GROVE VILLAGE,IL",Battle Creek
11/13/2015,NB,24-1,39.375,33.8325,"GPI-GRESHAM,OR",Santa Clara
11/13/2015,NB,24-1,39.9375,17.625,"GPI-OROVILLE,CA",Santa Clara
11/13/2015,NB,24-1,40.75,7.6775,"GPI-GRESHAM,OR",Santa Clara
11/13/2015,NB,24-1,43.875,20.0325,"GPI-OROVILLE,CA",Santa Clara
11/13/2015,NB,24-1,49.375,63.6935,"GPI-TUSCALOOSA,AL",Battle Creek
11/13/2015,NB,24-1,52.5,2.5915,"GPI-ELK GROVE VILLAGE,IL",Battle Creek
11/13/2015,NB SIZE,16-0,33.3125,33.1905,"GPI-STONE MOUNTAIN,GA",Battle Creek
11/13/2015,NB SIZE,16-0,42.875,5.126,"GPI-STONE MOUNTAIN,GA",Battle Creek
11/14/2015,NB,16-0,25.25,21.546,"GPI-MITCHELL,SD",Battle Creek
11/14/2015,NB,16-0,33.0625,40.6145,"GPI-STONE MOUNTAIN,GA",Middletown
11/14/2015,NB,16-0,38,2.252,"GPI-OAKS,PA",Middletown
11/14/2015,NB,16-0,38.875,48.4665,"GPI-PACIFIC,MO",Middletown
11/14/2015,NB,16-0,42.625,104.727,"GPI-CAROL STREAM,IL",Middletown
11/14/2015,NB,16-0,53.5,30.9765,"GPI-ELK GROVE VILLAGE,IL",Middletown
11/14/2015,NB,16-0,58.125,6.878,"GPI-PACIFIC,MO",Middletown
11/14/2015,NB,16-0,63.5,23.318,"GPI-PACIFIC,MO",Middletown
11/14/2015,NB,18-0,18.4375,49.1625,"GPI-IRVINE,CA",Santa Clara
11/14/2015,NB,18-0,29.5,100.254,"GPI-MITCHELL,SD",Kalamazoo
11/14/2015,NB,18-0,30.5,75.134,"GPI-KALAMAZOO,MI",Kalamazoo
11/14/2015,NB,18-0,33.375,58.3125,"GPI-KALAMAZOO,MI",Kalamazoo
11/14/2015,NB,18-0,34.1875,34.557,"GPI-CENTRALIA,IL",Kalamazoo
11/14/2015,NB,18-0,34.3125,55.2925,"GPI-MITCHELL,SD",Kalamazoo
11/14/2015,NB,18-0,35.25,7.985,"GPI-KALAMAZOO,MI",Kalamazoo
11/14/2015,NB,18-0,36.9375,94.426,"GPI-IRVINE,CA",Santa Clara
11/14/2015,NB,18-0,37.875,13.2935,"GPI-OAKS,PA",Kalamazoo
11/14/2015,NB,18-0,39.625,103.4915,"GPI-CENTRALIA,IL",Kalamazoo
11/14/2015,NB,18-0,39.625,4.7095,"GPI-MENASHA,WI",Kalamazoo
11/14/2015,NB,18-0,39.625,59.901,"GPI-MITCHELL,SD",Kalamazoo
11/14/2015,NB,18-0,40.6875,23.556,"GPI-CAROL STREAM,IL",Battle Creek
11/14/2015,NB,18-0,40.9375,6.491,"GPI-KALAMAZOO,MI",Kalamazoo
11/14/2015,NB,18-0,41,9.345,"GPI-GRESHAM,OR",Santa Clara
11/14/2015,NB,18-0,42.25,76.355,"GPI-KALAMAZOO,MI",Kalamazoo
11/14/2015,NB,18-0,42.625,76.3225,"GPI-IRVINE,CA",Santa Clara
11/14/2015,NB,18-0,42.625,11.095,"GPI-OROVILLE,CA",Santa Clara
11/14/2015,NB,18-0,43.375,81.524,"GPI-CAROL STREAM,IL",Middletown
11/14/2015,NB,18-0,46.75,25.432,"GPI-ELK GROVE VILLAGE,IL",Kalamazoo
11/14/2015,NB,18-0,47.8125,2.678,"GPI-OAKS,PA",Kalamazoo
11/14/2015,NB,18-0,49.375,4.5415,"GPI-ELK GROVE VILLAGE,IL",Kalamazoo
11/14/2015,NB,18-0,49.5,16.882,"GPI-MENASHA,WI",Kalamazoo
11/14/2015,NB,18-0,49.625,41.789,"GPI-CHARLOTTE,NC",Kalamazoo
11/14/2015,NB,18-0,51.75,23.446,"GPI-MENASHA,WI",Kalamazoo
11/14/2015,NB,18-0,52.4375,11.935,"GPI-GRESHAM,OR",Santa Clara
11/14/2015,NB,18-0,54.25,15.2225,"GPI-GRESHAM,OR",Santa Clara
11/14/2015,NB,18-0,64,28.5055,"GPI-LUMBERTON,NC",Kalamazoo
11/14/2015,NB,18-0,68.5,128.747,"GPI-PACIFIC,MO",Middletown
11/14/2015,NB,20-0,36.875,6.29,"GPI-OROVILLE,CA",Santa Clara
11/14/2015,NB,20-0,48.75,16.74,"GPI-OROVILLE,CA",Santa Clara
11/14/2015,NB,22-0,30.75,5.0105,"GPI-KALAMAZOO,MI",Kalamazoo
11/14/2015,NB,22-0,36.125,5.8865,"GPI-MISSISSAUGA,ON",Kalamazoo
11/14/2015,NB,22-0,40.625,73.165,"GPI-IRVINE,CA",Santa Clara
11/14/2015,NB,22-0,50.25,8.1885,"GPI-CHARLOTTE,NC",Kalamazoo
11/14/2015,NB,22-0,53.5,13.1345,"GPI-TUSCALOOSA,AL",Battle Creek
11/14/2015,NB,23-0,38.625,199.6795,"GPI-ELK GROVE VILLAGE,IL",Battle Creek
11/14/2015,NB,24-0,33.0625,101.505,"GPI-KALAMAZOO,MI",Kalamazoo
11/14/2015,NB,24-0,34.375,18.229,"GPI-KALAMAZOO,MI",Kalamazoo
11/14/2015,NB,24-0,34.6875,13.425,"GPI-KALAMAZOO,MI",Kalamazoo
11/14/2015,NB,24-0,35.4375,52.481,"GPI-KALAMAZOO,MI",Kalamazoo
11/14/2015,NB,24-0,42.1875,16.3155,"GPI-FORT SMITH,AR",Kalamazoo
11/14/2015,NB,24-0,43.375,4.6905,"GPI-LUMBERTON,NC",Kalamazoo
11/14/2015,NB,24-0,60.625,10.045,"GPI-ELK GROVE VILLAGE,IL",Kalamazoo
11/14/2015,NB,24-0,75.25,20.966,"GPI-MENASHA,WI",Kalamazoo
11/14/2015,NB HS,18-0,25.9375,10.087,"GPI-KENDALLVILLE,IN",Battle Creek
11/14/2015,NB HS,18-0,40.25,4.0795,"GPI-ELK GROVE VILLAGE,IL",Battle Creek
11/14/2015,NB HS,18-0,40.25,54.5995,"GPI-MENASHA,WI",Battle Creek
11/15/2015,NB,16-0,33.0625,118.5655,"GPI-STONE MOUNTAIN,GA",Middletown
11/15/2015,NB,16-0,38,39.958,"GPI-OAKS,PA",Middletown
11/15/2015,NB,16-0,53.5,156.001,"GPI-ELK GROVE VILLAGE,IL",Middletown
11/15/2015,NB,18-0,33.3125,3.896,"GPI-ELK GROVE VILLAGE,IL",Kalamazoo
11/15/2015,NB,18-0,33.6875,7.301,"GPI-ELK GROVE VILLAGE,IL",Battle Creek
11/15/2015,NB,18-0,39.625,9.41,"GPI-MITCHELL,SD",Kalamazoo
11/15/2015,NB,18-0,40,2.3395,"GPI-MENASHA,WI",Kalamazoo
11/15/2015,NB,20-0,27,39.146,"GPI-KENDALLVILLE,IN",Kalamazoo
11/15/2015,NB,20-0,27.375,6.2985,"GPI-KENDALLVILLE,IN",Kalamazoo
11/15/2015,NB,20-0,29.75,155.926,"GPI-KENDALLVILLE,IN",Kalamazoo
11/15/2015,NB,20-0,31.75,16.747,"GPI-KENDALLVILLE,IN",Kalamazoo
11/15/2015,NB,20-0,37.375,39.0125,"GPI-LUMBERTON,NC",Kalamazoo
11/15/2015,NB,20-0,37.5,26.344,"GPI-KALAMAZOO,MI",Battle Creek
11/15/2015,NB,20-0,40.5,121.9165,"GPI-KALAMAZOO,MI",Kalamazoo
11/15/2015,NB,20-0,40.75,21.0415,"GPI-KALAMAZOO,MI",Kalamazoo
11/15/2015,NB,20-0,41.1875,51.6265,"GPI-KALAMAZOO,MI",Kalamazoo
11/15/2015,NB,20-0,42,68.109,"GPI-KALAMAZOO,MI",Kalamazoo
11/15/2015,NB,21-0,41.25,69.54,"GPI-IRVINE,CA",Santa Clara
11/15/2015,NB,22-0,27.5,22.386,"GPI-GORDONSVILLE,TN",Kalamazoo
11/15/2015,NB,22-0,33.125,63.31,"GPI-ELK GROVE VILLAGE,IL",Kalamazoo
11/15/2015,NB,22-0,35.1875,69.0765,"GPI-KALAMAZOO,MI",Kalamazoo
11/15/2015,NB,22-0,36.375,71.2805,"GPI-MITCHELL,SD",Kalamazoo
11/15/2015,NB,22-0,36.875,72.3895,"GPI-OAKS,PA",Kalamazoo
11/15/2015,NB,22-1,38.375,42.27,"GPI-OROVILLE,CA",Santa Clara
11/15/2015,NB,22-0,53.5,90.4695,"GPI-TUSCALOOSA,AL",Battle Creek
11/15/2015,NB,22-0,58.1875,15.7905,"GPI-CAROL STREAM,IL",Kalamazoo
11/15/2015,NB,24-0,33.0625,75.027,"GPI-KALAMAZOO,MI",Kalamazoo
11/15/2015,NB,24-0,34.375,81.132,"GPI-KALAMAZOO,MI",Kalamazoo
11/15/2015,NB,24-0,34.6875,72.363,"GPI-KALAMAZOO,MI",Kalamazoo
11/15/2015,NB,24-0,35.4375,31.852,"GPI-KALAMAZOO,MI",Kalamazoo
11/15/2015,NB HS,18-0,40.25,19.9605,"GPI-MENASHA,WI",Battle Creek
11/16/2015,NB,16-0,33.0625,47.988,"GPI-STONE MOUNTAIN,GA",Middletown
11/16/2015,NB,16-0,38,56.049,"GPI-OAKS,PA",Middletown
11/16/2015,NB,16-0,53.5,158.276,"GPI-ELK GROVE VILLAGE,IL",Middletown
11/16/2015,NB,18-0,33.375,1.807,"GPI-KALAMAZOO,MI",Kalamazoo
11/16/2015,NB,18-0,34.125,7.877,"GPI-CAROL STREAM,IL",Middletown
11/16/2015,NB,18-0,38.25,17.416,"GPI-CAROL STREAM,IL",Battle Creek
11/16/2015,NB,18-0,38.375,59.552,"GPI-ELK GROVE VILLAGE,IL",Battle Creek
11/16/2015,NB,18-0,39.0625,121.69,"GPI-CAROL STREAM,IL",Battle Creek
11/16/2015,NB,18-0,41.75,19.275,"GPI-CAROL STREAM,IL",Middletown
11/16/2015,NB,18-0,42.25,2.288,"GPI-KALAMAZOO,MI",Kalamazoo
11/16/2015,NB,18-0,56.875,61.701,"GPI-ELK GROVE VILLAGE,IL",Middletown
11/16/2015,NB,20-0,30.4375,92.4475,"GPI-ELK GROVE VILLAGE,IL",Battle Creek
11/16/2015,NB,21-0,29,43.293,"GPI-KALAMAZOO,MI",Kalamazoo
11/16/2015,NB,21-0,38.8125,28.971,"GPI-KALAMAZOO,MI",Kalamazoo
11/16/2015,NB,21-0,42.375,329.911,"GPI-KALAMAZOO,MI",Kalamazoo
11/16/2015,NB,22-0,27.5,170.1405,"GPI-GORDONSVILLE,TN",Kalamazoo
11/16/2015,NB,22-0,28.8125,43.968,"GPI-KENDALLVILLE,IN",Kalamazoo
11/16/2015,NB,22-0,29.4375,45.0745,GPI-WINNIPEG,Kalamazoo
11/16/2015,NB,22-0,30.0625,19.799,"GPI-KENDALLVILLE,IN",Kalamazoo
11/16/2015,NB,22-0,33,54.8235,GPI-COBOURG,Kalamazoo
11/16/2015,NB,22-0,33.125,1.7835,"GPI-ELK GROVE VILLAGE,IL",Kalamazoo
11/16/2015,NB,22-0,35.1875,36.498,"GPI-KALAMAZOO,MI",Kalamazoo
11/16/2015,NB,22-0,35.4375,55.077,"GPI-CAROL STREAM,IL",Kalamazoo
11/16/2015,NB,22-0,36.375,29.934,"GPI-MITCHELL,SD",Kalamazoo
11/16/2015,NB,22-0,36.875,28.6925,"GPI-OAKS,PA",Kalamazoo
11/16/2015,NB,22-0,43,27.5775,"GPI-ELK GROVE VILLAGE,IL",Battle Creek
11/16/2015,NB,22-0,56.75,52.8935,"GPI-PACIFIC,MO",Kalamazoo
11/16/2015,NB,24-0,34.375,39.654,"GPI-KALAMAZOO,MI",Kalamazoo
11/16/2015,NB,24-1,36.875,24.0435,"GPI-MISSISSAUGA,ON",Kalamazoo
11/16/2015,NB,26-1,37.75,89.133,"GPI-MITCHELL,SD",Kalamazoo
11/16/2015,NB,26-1,49.375,2.7575,"GPI-ELK GROVE VILLAGE,IL",Kalamazoo
11/16/2015,NB,26-1,57,32.7665,"GPI-PACIFIC,MO",Kalamazoo
11/16/2015,NB,26-1,61.25,3.343,"GPI-PACIFIC,MO",Kalamazoo
11/16/2015,NB,26-1,63.25,6.796,"GPI-PACIFIC,MO",Kalamazoo
11/16/2015,NB HS,18-0,25.9375,29.715,"GPI-KENDALLVILLE,IN",Battle Creek
11/17/2015,NB,14-0,37.375,9.815,"GPI-OROVILLE,CA",Santa Clara
11/17/2015,NB,14-0,56.125,7.35,"GPI-OROVILLE,CA",Santa Clara
11/17/2015,NB,16-0,31.25,14.8725,"GPI-VANCOUVER,WA",Santa Clara
11/17/2015,NB,16-0,33.5,16.1075,"GPI-IRVINE,CA",Santa Clara
11/17/2015,NB,16-0,61.3125,67.6,"GPI-IRVINE,CA",Santa Clara
11/17/2015,NB,18-0,24.25,23.493,"GPI-OAKS,PA",Middletown
11/17/2015,NB,18-0,25.5,17.553,"GPI-GORDONSVILLE,TN",Middletown
11/17/2015,NB,18-0,33.9375,22.032,"GPI-STONE MOUNTAIN,GA",Middletown
11/17/2015,NB,18-0,34.125,61.7285,"GPI-CAROL STREAM,IL",Middletown
11/17/2015,NB,18-0,38,10.7935,"GPI-ELK GROVE VILLAGE,IL",Middletown
11/17/2015,NB,18-0,38.25,33.2255,"GPI-CAROL STREAM,IL",Battle Creek
11/17/2015,NB,18-0,38.375,19.812,"GPI-ELK GROVE VILLAGE,IL",Battle Creek
11/17/2015,NB,18-0,39.0625,76.0145,"GPI-CAROL STREAM,IL",Battle Creek
11/17/2015,NB,18-0,41.375,48.198,"GPI-CAROL STREAM,IL",Middletown
11/17/2015,NB,18-0,41.75,24.584,"GPI-CAROL STREAM,IL",Middletown
11/17/2015,NB,18-0,41.75,44.791,"GPI-MISSISSAUGA,ON",Middletown
11/17/2015,NB,18-0,43.375,44.87,"GPI-CAROL STREAM,IL",Middletown
11/17/2015,NB,18-0,46.75,16.533,"GPI-CHARLOTTE,NC",Middletown
11/17/2015,NB,18-0,47.375,21.688,"GPI-CHARLOTTE,NC",Middletown
11/17/2015,NB,18-0,47.375,10.845,"GPI-STONE MOUNTAIN,GA",Middletown
11/17/2015,NB,20-0,27.375,22.177,"GPI-KENDALLVILLE,IN",Kalamazoo
11/17/2015,NB,20-0,29.3125,40.7775,"GPI-KALAMAZOO,MI",Kalamazoo
11/17/2015,NB,20-0,29.5,10.71,"GPI-KENDALLVILLE,IN",Middletown
11/17/2015,NB,20-0,29.75,8.5375,"GPI-KENDALLVILLE,IN",Kalamazoo
11/17/2015,NB,20-0,30.125,23.9975,"GPI-KENDALLVILLE,IN",Kalamazoo
11/17/2015,NB,20-0,30.3125,29.1235,"GPI-KENDALLVILLE,IN",Kalamazoo
11/17/2015,NB,20-0,30.375,24.197,"GPI-ELK GROVE VILLAGE,IL",Kalamazoo
11/17/2015,NB,20-0,31.4375,101.5325,"GPI-MITCHELL,SD",Kalamazoo
11/17/2015,NB,20-0,36.375,22.7815,"GPI-MITCHELL,SD",Kalamazoo
11/17/2015,NB,20-0,38.5625,37.0515,"GPI-LUMBERTON,NC",Kalamazoo
11/17/2015,NB,20-0,38.6875,11.018,GPI-WINNIPEG,Kalamazoo
11/17/2015,NB,20-0,40.3125,34.4785,"GPI-KALAMAZOO,MI",Kalamazoo
11/17/2015,NB,20-0,40.5,177.213,"GPI-KALAMAZOO,MI",Kalamazoo
11/17/2015,NB,20-0,41.0625,33.414,"GPI-KALAMAZOO,MI",Kalamazoo
11/17/2015,NB,20-0,41.1875,31.6935,"GPI-KALAMAZOO,MI",Kalamazoo
11/17/2015,NB,20-0,42,43.6565,"GPI-KALAMAZOO,MI",Kalamazoo
11/17/2015,NB,20-0,48.75,21.04,"GPI-WAUSAU,WI",Kalamazoo
11/17/2015,NB,20-0,54.75,6.179,"GPI-ELK GROVE VILLAGE,IL",Kalamazoo
11/17/2015,NB,21-0,42.375,201.667,"GPI-KALAMAZOO,MI",Kalamazoo
11/17/2015,NB,22-0,24.75,9.024,"GPI-GORDONSVILLE,TN",Kalamazoo
11/17/2015,NB,22-0,28.125,35.5285,"GPI-KALAMAZOO,MI",Kalamazoo
11/17/2015,NB,22-0,29.5,17.72,"GPI-KALAMAZOO,MI",Kalamazoo
11/17/2015,NB,22-0,39.75,15.985,"GPI-LUMBERTON,NC",Kalamazoo
11/17/2015,NB,22-0,39.875,68.9215,"GPI-MENASHA,WI",Kalamazoo
11/17/2015,NB,22-0,43,9.272,"GPI-ELK GROVE VILLAGE,IL",Battle Creek
11/17/2015,NB,22-0,50.4375,21.335,"GPI-FORT SMITH,AR",Kalamazoo
11/17/2015,NB,22-0,52.625,21.8965,"GPI-FORT SMITH,AR",Kalamazoo
11/17/2015,NB,24-0,34.375,38.0265,"GPI-KALAMAZOO,MI",Kalamazoo
11/17/2015,NB,24-0,41.125,45.314,"GPI-LUMBERTON,NC",Kalamazoo
11/17/2015,NB,24-0,49.25,24.203,"GPI-ELK GROVE VILLAGE,IL",Kalamazoo
11/17/2015,NB,24-0,51.5,7.0845,"GPI-ELK GROVE VILLAGE,IL",Kalamazoo
11/17/2015,NB,26-1,57,2.9605,"GPI-PACIFIC,MO",Kalamazoo
11/17/2015,NB,26-1,61.25,3.1815,"GPI-PACIFIC,MO",Kalamazoo
11/18/2015,NB,14-0,29,24.46,"GPI-OROVILLE,CA",Santa Clara
11/18/2015,NB,14-0,37.375,40.47,"GPI-OROVILLE,CA",Santa Clara
11/18/2015,NB,14-0,49.125,27.625,"GPI-OROVILLE,CA",Santa Clara
11/18/2015,NB,14-0,52,41.31,"GPI-OROVILLE,CA",Santa Clara
11/18/2015,NB,14-0,56.125,53.0975,"GPI-OROVILLE,CA",Santa Clara
11/18/2015,NB,16-0,27.3125,6.404,"GPI-ELK GROVE VILLAGE,IL",Kalamazoo
11/18/2015,NB,16-0,27.4375,1.6085,GPI-WINNIPEG,Kalamazoo
11/18/2015,NB,16-0,28.125,6.475,"GPI-GRESHAM,OR",Santa Clara
11/18/2015,NB,16-0,30.5,13.24,"GPI-VANCOUVER,WA",Santa Clara
11/18/2015,NB,16-0,31.25,37.54,"GPI-VANCOUVER,WA",Santa Clara
11/18/2015,NB,16-0,40.375,8.7575,"GPI-IRVINE,CA",Santa Clara
11/18/2015,NB,16-0,61.3125,4.6725,"GPI-IRVINE,CA",Santa Clara
11/18/2015,NB,18-0,30.5,3.317,"GPI-KALAMAZOO,MI",Kalamazoo
11/18/2015,NB,18-0,33.3125,3.857,"GPI-ELK GROVE VILLAGE,IL",Kalamazoo
11/18/2015,NB,18-0,33.375,3.629,"GPI-KALAMAZOO,MI",Kalamazoo
11/18/2015,NB,18-0,35.25,26.603,"GPI-KALAMAZOO,MI",Kalamazoo
11/18/2015,NB,18-0,37.875,48.009,"GPI-OAKS,PA",Kalamazoo
11/18/2015,NB,18-0,39.625,14.13,"GPI-CENTRALIA,IL",Kalamazoo
11/18/2015,NB,18-0,39.625,71.144,"GPI-MITCHELL,SD",Kalamazoo
11/18/2015,NB,18-0,40,41.44,"GPI-MENASHA,WI",Kalamazoo
11/18/2015,NB,18-0,42.25,4.5945,"GPI-KALAMAZOO,MI",Kalamazoo
11/18/2015,NB,18-0,42.6875,54.6215,"GPI-CAROL STREAM,IL",Kalamazoo
11/18/2015,NB,18-0,44.25,7.684,"GPI-ELK GROVE VILLAGE,IL",Kalamazoo
11/18/2015,NB,18-0,47.8125,45.0735,"GPI-OAKS,PA",Kalamazoo
11/18/2015,NB,18-0,60.3125,31.659,"GPI-MENASHA,WI",Kalamazoo
11/18/2015,NB,18-0,64,114.61,"GPI-LUMBERTON,NC",Kalamazoo
11/18/2015,NB,20-0,27.375,8.0535,"GPI-KENDALLVILLE,IN",Kalamazoo
11/18/2015,NB,20-0,28.5625,60.282,"GPI-KENDALLVILLE,IN",Middletown
11/18/2015,NB,20-0,29.5,157.9575,"GPI-KENDALLVILLE,IN",Middletown
11/18/2015,NB,20-0,29.75,85.1855,"GPI-KENDALLVILLE,IN",Kalamazoo
11/18/2015,NB,20-0,30.125,42.131,"GPI-KENDALLVILLE,IN",Kalamazoo
11/18/2015,NB,20-0,36.375,29.485,"GPI-MITCHELL,SD",Kalamazoo
11/18/2015,NB,20-0,39.1875,4.354,"GPI-MENASHA,WI",Kalamazoo
11/18/2015,NB,20-0,40.3125,11.333,"GPI-KALAMAZOO,MI",Kalamazoo
11/18/2015,NB,20-0,40.5,68.5585,"GPI-KALAMAZOO,MI",Kalamazoo
11/18/2015,NB,20-0,41.0625,47.7055,"GPI-KALAMAZOO,MI",Kalamazoo
11/18/2015,NB,20-0,41.1875,72.779,"GPI-KALAMAZOO,MI",Kalamazoo
11/18/2015,NB,20-0,42,28.8835,"GPI-CHARLOTTE,NC",Middletown
11/18/2015,NB,20-0,42,16.7695,"GPI-KALAMAZOO,MI",Kalamazoo
11/18/2015,NB,20-0,43.875,136.278,"GPI-PACIFIC,MO",Middletown
11/18/2015,NB,20-0,49,90.8365,"GPI-CHARLOTTE,NC",Middletown
11/18/2015,NB,21-0,29,41.429,"GPI-KALAMAZOO,MI",Kalamazoo
11/18/2015,NB,21-0,42.375,21.7535,"GPI-KALAMAZOO,MI",Kalamazoo
11/18/2015,NB,22-0,28.125,83.431,"GPI-KALAMAZOO,MI",Kalamazoo
11/18/2015,NB,22-0,29,2.857,"GPI-KENDALLVILLE,IN",Battle Creek
11/18/2015,NB,22-0,29.5,87.512,"GPI-KALAMAZOO,MI",Kalamazoo
11/18/2015,NB,22-0,33.875,20.974,"GPI-ELK GROVE VILLAGE,IL",Battle Creek
11/18/2015,NB,22-0,35.1875,145.2515,"GPI-KALAMAZOO,MI",Kalamazoo
11/18/2015,NB,22-0,39.0625,15.1245,"GPI-ELK GROVE VILLAGE,IL",Kalamazoo
11/18/2015,NB,22-0,40.625,8.985,"GPI-CAROL STREAM,IL",Kalamazoo
11/18/2015,NB,22-0,41.5625,25.722,"GPI-ELK GROVE VILLAGE,IL",Battle Creek
11/18/2015,NB,22-0,43,11.5755,"GPI-ELK GROVE VILLAGE,IL",Battle Creek
11/18/2015,NB,22-0,43.625,26.995,"GPI-ELK GROVE VILLAGE,IL",Battle Creek
11/19/2015,NB,14-0,28,19.8035,"GPI-SOLON,OH",Kalamazoo
11/19/2015,NB,14-0,35,244.8945,"GPI-SOLON,OH",Kalamazoo
11/19/2015,NB,14-0,36,39.828,"GPI-SOLON,OH",Kalamazoo
11/19/2015,NB,14-0,37.375,79.306,"GPI-SOLON,OH",Kalamazoo
11/19/2015,NB,14-0,46.9375,25.7945,"GPI-SOLON,OH",Kalamazoo
11/19/2015,NB,14-0,47.625,8.6795,"GPI-SOLON,OH",Kalamazoo
11/19/2015,NB,16-0,25.875,61.4855,"GPI-KENDALLVILLE,IN",Kalamazoo
11/19/2015,NB,16-0,27.3125,27.896,"GPI-ELK GROVE VILLAGE,IL",Kalamazoo
11/19/2015,NB,16-0,27.4375,9.3815,GPI-WINNIPEG,Kalamazoo
11/19/2015,NB,16-0,28.0625,28.8675,"GPI-GORDONSVILLE,TN",Kalamazoo
11/19/2015,NB,16-0,28.625,209.4665,GPI-COBOURG,Kalamazoo
11/19/2015,NB,16-0,32.75,17,GPI-WINNIPEG,Kalamazoo
11/19/2015,NB,16-0,39.25,65.101,"GPI-MITCHELL,SD",Kalamazoo
11/19/2015,NB,16-0,39.5,21.213,"GPI-ELK GROVE VILLAGE,IL",Middletown
11/19/2015,NB,16-0,49.25,2.441,"GPI-SOLON,OH",Kalamazoo
11/19/2015,NB,16-0,53.25,2.639,"GPI-CHARLOTTE,NC",Kalamazoo
11/19/2015,NB,16-0,55,9.5015,"GPI-SOLON,OH",Kalamazoo
11/19/2015,NB,16-0,61.3125,61.36,"GPI-IRVINE,CA",Santa Clara
11/19/2015,NB,18-0,23.375,40.0225,"GPI-IRVINE,CA",Santa Clara
11/19/2015,NB,18-0,24.375,8.4125,"GPI-IRVINE,CA",Santa Clara
11/19/2015,NB,18-0,25.5,44.437,"GPI-GORDONSVILLE,TN",Middletown
11/19/2015,NB,18-0,25.5,8.7625,"GPI-IRVINE,CA",Santa Clara
11/19/2015,NB,18-0,31.375,8.065,"GPI-IRVINE,CA",Santa Clara
11/19/2015,NB,18-0,33.5625,89.029,"GPI-STONE MOUNTAIN,GA",Middletown
11/19/2015,NB,18-0,33.875,5.73,"GPI-GRESHAM,OR",Santa Clara
11/19/2015,NB,18-0,38.25,150.9425,"GPI-IRVINE,CA",Santa Clara
11/19/2015,NB,18-0,43.375,24.876,"GPI-CAROL STREAM,IL",Middletown
11/19/2015,NB,20-1,29.1875,17.55,"GPI-VANCOUVER,WA",Santa Clara
11/19/2015,NB,20-0,29.5,119.396,"GPI-KENDALLVILLE,IN",Middletown
11/19/2015,NB,20-0,35.3125,34.1835,"GPI-ELK GROVE VILLAGE,IL",Kalamazoo
11/19/2015,NB,20-1,35.375,21.2575,"GPI-VANCOUVER,WA",Santa Clara
11/19/2015,NB,20-0,39.0625,26.673,"GPI-STONE MOUNTAIN,GA",Middletown
11/19/2015,NB,20-1,39.4375,5.17,"GPI-VANCOUVER,WA",Santa Clara
11/19/2015,NB,20-0,42,14.338,"GPI-CHARLOTTE,NC",Middletown
11/19/2015,NB,20-1,44.5625,5.8175,"GPI-GRESHAM,OR",Santa Clara
11/19/2015,NB,20-1,47.875,6.305,"GPI-GRESHAM,OR",Santa Clara
11/19/2015,NB,20-0,52.375,11.863,"GPI-CHARLOTTE,NC",Middletown
11/19/2015,NB,20-0,53.5,24.581,"GPI-CHARLOTTE,NC",Middletown
11/19/2015,NB,20-0,54.75,5.877,"GPI-ELK GROVE VILLAGE,IL",Kalamazoo
11/19/2015,NB,20-0,60.75,13.76,"GPI-PACIFIC,MO",Middletown
11/19/2015,NB,22-0,28.125,25.0335,"GPI-KALAMAZOO,MI",Kalamazoo
11/19/2015,NB,22-0,29,51.512,"GPI-KENDALLVILLE,IN",Battle Creek
11/19/2015,NB,22-0,29.5,13.847,"GPI-KALAMAZOO,MI",Kalamazoo
11/19/2015,NB,22-0,32.8125,39.725,"GPI-PACIFIC,MO",Kalamazoo
11/19/2015,NB,22-0,33.875,102.9,"GPI-ELK GROVE VILLAGE,IL",Battle Creek
11/19/2015,NB,22-0,37.125,45.2855,"GPI-ELK GROVE VILLAGE,IL",Kalamazoo
11/19/2015,NB,22-0,38.125,8.31,"GPI-ELK GROVE VILLAGE,IL",Kalamazoo
11/19/2015,NB,22-0,39.0625,8.665,"GPI-ELK GROVE VILLAGE,IL",Kalamazoo
11/19/2015,NB,22-0,40.625,4.5055,"GPI-CAROL STREAM,IL",Kalamazoo
11/19/2015,NB,22-0,41.5625,27.73,"GPI-ELK GROVE VILLAGE,IL",Battle Creek
11/19/2015,NB,22-0,42.9375,24.3695,"GPI-CAROL STREAM,IL",Kalamazoo
11/19/2015,NB,22-0,48.4375,5.036,"GPI-FORT SMITH,AR",Kalamazoo
11/19/2015,NB,22-0,48.4375,74.43,"GPI-LUMBERTON,NC",Kalamazoo
11/19/2015,NB,22-0,60.75,28.5185,"GPI-MENASHA,WI",Kalamazoo
11/19/2015,NB,24-1,33.4375,34.7745,"GPI-CENTRALIA,IL",Battle Creek
